Merge Sort - 100,Quick Sort - 100,Merge Sort - 1000,Quick Sort - 1000,Merge Sort - 10000,Quick Sort - 10000
,,,,159.074µs,554.198µs
,,,,162.775µs,538.437µs
,,,,136.405µs,1.124337ms
,,,,158.755µs,506.476µs
,,,,129.656µs,769.184µs
,,,,117.144µs,835.152µs
,,,,148.074µs,431.923µs
,,,,135.158µs,471.339µs
,,,,128.695µs,393.117µs
,,,,179.984µs,283.077µs
,,,,119.453µs,274.867µs
,,,,127.98µs,276.678µs
,,,,153.773µs,241.131µs
,,,,122.276µs,268.527µs
,,,,149.235µs,302.397µs
,,,,147.023µs,278.358µs
,,,,134.707µs,257.275µs
,,,,146.415µs,243.089µs
,,,,152.796µs,230.644µs
,,,,122.488µs,252.594µs
,,,,131.163µs,267.712µs
,,,,126.197µs,248.463µs
,,,,125.931µs,266.44µs
,,,,122.059µs,289.843µs
,,,,121.143µs,219.682µs
,,,,159.881µs,254.476µs
,,,,169.339µs,262.122µs
,,,,131.722µs,279.356µs
,,,,134.256µs,253.774µs
,,,,151.071µs,245.938µs
,,,,132.723µs,232.74µs
,,,,136.644µs,254.822µs
,,,,117.333µs,255.176µs
,,,,136.961µs,248.275µs
,,,,121.449µs,278.74µs
,,,,126.817µs,274.053µs
,,,,121.518µs,262.401µs
,,,,118.336µs,311.6µs
,,,,143.918µs,284.956µs
,,,,150.588µs,385.414µs
,,,,138.694µs,371.367µs
,,,,104.902µs,1.296662ms
,,,,108.773µs,599.37µs
,,,,121.645µs,472.382µs
,,,,136.064µs,334.344µs
,,,,111.173µs,375.664µs
,,,,112.814µs,764.29µs
,,,,115.048µs,345.671µs
,,,,108.82µs,348.447µs
,,,,116.266µs,333.672µs
,,,,114.4µs,378.654µs
,,,,105.125µs,528.328µs
,,,,106.12µs,403.428µs
,,,,116.179µs,300.086µs
,,,,116.637µs,248.899µs
,,,,114.399µs,261.337µs
,,,,93.24µs,276.398µs
,,,,112.004µs,359.656µs
,,,,120.201µs,305.933µs
,,,,114.717µs,291.821µs
,,,,132.333µs,341.427µs
,,,,113.862µs,272.017µs
,,,,114.638µs,234.71µs
,,,,154.54µs,262.154µs
,,,,120.698µs,254.11µs
,,,,140.381µs,304.346µs
,,,,124.491µs,254.814µs
,,,,134.198µs,274.854µs
,,,,247.755µs,262.574µs
,,,,155.452µs,287.474µs
,,,,139.605µs,260.697µs
,,,,181.216µs,237.386µs
,,,,135.917µs,239.729µs
,,,,122.331µs,229.257µs
,,,,155.691µs,242.144µs
,,,,146.115µs,258.511µs
,,,,135.924µs,234.837µs
,,,,160.82µs,248.157µs
,,,,142.514µs,260.603µs
,,,,154.094µs,260.612µs
,,,,207.32µs,253.52µs
,,,,485.622µs,254.523µs
,,,,343.024µs,261.707µs
,,,,561.827µs,719.118µs
,,,,2.159405ms,736.438µs
,,,,536.583µs,637.377µs
,,,,239.981µs,1.921402ms
,,,,186.302µs,423.509µs
,,,,200.699µs,332.492µs
,,,,158.868µs,488.692µs
,,,,127.339µs,414.435µs
,,,,124.418µs,630.042µs
,,,,130.495µs,771.2µs
,,,,123.31µs,353.183µs
,,,,137.324µs,287.465µs
,,,,136.558µs,252.077µs
,,,,138.109µs,281.886µs
,,,,102.944µs,283.97µs
,,,,143.335µs,274.565µs
,,,,122.657µs,263.971µs
,,,,129.248µs,263.682µs
,,,,140.933µs,246.989µs
,,,,163.772µs,246.025µs
,,,,248.07µs,269.469µs
,,,,195.271µs,276.963µs
,,,,201.917µs,250.403µs
,,,,239.03µs,230.474µs
,,,,244.438µs,246.632µs
,,,,183.5µs,266.133µs
,,,,161.969µs,258.269µs
,,,,127.249µs,270.444µs
,,,,168.853µs,334.461µs
,,,,178.359µs,313.42µs
,,,,145.096µs,280.422µs
,,,,160.756µs,316.175µs
,,,,139.185µs,361.382µs
,,,,120.486µs,274.987µs
,,,,121.975µs,256.589µs
,,,,130.475µs,265.854µs
,,,,132.747µs,251.413µs
,,,,120.956µs,267.106µs
,,,,142.366µs,274.783µs
,,,,139.751µs,292.866µs
,,,,134.115µs,311.738µs
,,,,130.017µs,751.052µs
,,,,120.825µs,1.043826ms
,,,,128.959µs,412.928µs
,,,,138.2µs,672.356µs
,,,,122.735µs,468.198µs
,,,,124.217µs,365.772µs
,,,,107.842µs,387.997µs
,,,,123.489µs,442.628µs
,,,,136.959µs,355.843µs
,,,,136.761µs,480.44µs
,,,,145.095µs,384.793µs
,,,,128.417µs,731.34µs
,,,,139.708µs,381.534µs
,,,,168.424µs,291.554µs
,,,,122.349µs,324.555µs
,,,,112.175µs,291.63µs
,,,,109.167µs,265.366µs
,,,,127.341µs,328.789µs
,,,,108.795µs,294.796µs
,,,,123.358µs,290.163µs
,,,,125.692µs,321.289µs
,,,,130.088µs,324.634µs
,,,,123.355µs,310.861µs
,,,,110.243µs,334.542µs
,,,,113.046µs,290.256µs
,,,,97.704µs,267.388µs
,,,,121.607µs,261.834µs
,,,,110.704µs,246.237µs
,,,,119.84µs,210.802µs
,,,,135.301µs,248.046µs
,,,,135.908µs,292.158µs
,,,,118.961µs,252.18µs
,,,,161.127µs,255.632µs
,,,,121.911µs,246.859µs
,,,,132.447µs,251.702µs
,,,,157.028µs,260.757µs
,,,,134.949µs,246.618µs
,,,,126.976µs,248.613µs
,,,,143.891µs,261.878µs
,,,,144.798µs,228.577µs
,,,,133.381µs,215.052µs
,,,,185.034µs,268.623µs
,,,,182.699µs,263.811µs
,,,,198.612µs,304.916µs
,,,,265.47µs,317.923µs
,,,,276.826µs,463.966µs
,,,,1.7343ms,411.027µs
,,,,600.148µs,736.089µs
,,,,386.333µs,619.001µs
,,,,306.006µs,1.003437ms
,,,,217.55µs,513.237µs
,,,,423.915µs,356.903µs
,,,,189.989µs,463.528µs
,,,,164.982µs,449.699µs
,,,,156.161µs,379.558µs
,,,,138.774µs,354.168µs
,,,,146.337µs,290.13µs
,,,,445.357µs,267.307µs
,,,,184.201µs,275.225µs
,,,,302.243µs,285.622µs
,,,,154.587µs,232.94µs
,,,,137.68µs,219.107µs
,,,,128.133µs,259.604µs
,,,,123.928µs,310.623µs
,,,,132.125µs,290.125µs
,,,,119.649µs,280.963µs
,,,,133.609µs,289.55µs
,,,,143.419µs,300.489µs
,,,,119.876µs,302.022µs
,,,,143.989µs,267.668µs
,,,,156.36µs,253.423µs
,,,,130.295µs,253.515µs
,,,,101.284µs,219.258µs
,,,,130.205µs,238.654µs
,,,,137.245µs,241.852µs
,,,,129.687µs,297.744µs
,,,,132.271µs,253.216µs
,,,,124.288µs,275.867µs
,,,,127.681µs,306.415µs
,,,,145.933µs,254.682µs
,,,,130.013µs,293.156µs
,,,,132.412µs,281.207µs
,,,,114.415µs,212.953µs
,,,,120.487µs,259.684µs
,,,,123.67µs,289.079µs
,,,,146.383µs,247.159µs
,,,,126.998µs,246.116µs
,,,,133.675µs,224.933µs
,,,,123.331µs,294.288µs
,,,,141.126µs,264.751µs
,,,,142.581µs,272.591µs
,,,,118.986µs,332.83µs
,,,,143.966µs,389.198µs
,,,,130.41µs,377.468µs
,,,,134.924µs,383.377µs
,,,,135.57µs,2.86796ms
,,,,129.475µs,630.89µs
,,,,137.122µs,677.559µs
,,,,181.308µs,598.141µs
,,,,118.407µs,432.983µs
,,,,130.648µs,407.289µs
,,,,124.459µs,368.517µs
,,,,120.896µs,328.265µs
,,,,107.034µs,313.23µs
,,,,111.611µs,308.958µs
,,,,108.19µs,305.663µs
,,,,121.41µs,266.928µs
,,,,119.649µs,260.717µs
,,,,103.632µs,261.174µs
,,,,118.253µs,292.09µs
,,,,115.914µs,287.706µs
,,,,122.283µs,234.678µs
,,,,131.313µs,256.49µs
,,,,121.442µs,217.284µs
,,,,120.133µs,257.602µs
,,,,105.132µs,299.1µs
,,,,112.997µs,309.15µs
,,,,133.152µs,278.617µs
,,,,122.915µs,267.212µs
,,,,119.646µs,328.271µs
,,,,129.637µs,286.721µs
,,,,161.541µs,292.869µs
,,,,287.63µs,278.086µs
,,,,254.81µs,256.472µs
,,,,311.433µs,244.219µs
,,,,241.385µs,212.103µs
,,,,202.228µs,239.614µs
,,,,418.44µs,225.252µs
,,,,307.486µs,223.334µs
,,,,538.729µs,299.335µs
,,,,1.347359ms,266.701µs
,,,,882.389µs,489.016µs
,,,,614.629µs,569.266µs
,,,,922.779µs,1.524267ms
,,,,288.534µs,1.128768ms
,,,,365.379µs,753.923µs
,,,,149.955µs,488.986µs
,,,,167.646µs,407.285µs
,,,,131.413µs,620.219µs
,,,,130.479µs,754.762µs
,,,,156.242µs,353.715µs
,,,,143.925µs,467.805µs
,,,,142.388µs,370.211µs
,,,,148.283µs,378.874µs
,,,,123.839µs,300.887µs
,,,,133.491µs,295.993µs
,,,,148.832µs,250.946µs
,,,,142.036µs,294.032µs
,,,,134.855µs,306.988µs
,,,,127.764µs,339.287µs
,,,,150.904µs,273.103µs
,,,,147.655µs,278.673µs
,,,,134.654µs,290.231µs
,,,,133.015µs,301.379µs
,,,,162.357µs,296.852µs
,,,,175.356µs,323.814µs
,,,,134.703µs,266.787µs
,,,,377.203µs,248.072µs
,,,,290.064µs,268.506µs
,,,,158.824µs,248.696µs
,,,,165.544µs,272.81µs
,,,,173.062µs,249.238µs
,,,,152.672µs,257.053µs
,,,,139.251µs,257.794µs
,,,,122.473µs,290.251µs
,,,,155.396µs,326.07µs
,,,,143.961µs,287.089µs
,,,,140.625µs,306.031µs
,,,,175.283µs,307.713µs
,,,,136.858µs,884.374µs
,,,,118.625µs,540.735µs
,,,,118.079µs,1.292226ms
,,,,128.087µs,586.111µs
,,,,143.235µs,424.029µs
,,,,114.853µs,883.832µs
,,,,116.133µs,520.492µs
,,,,124.034µs,339.225µs
,,,,98.554µs,304.551µs
,,,,135.255µs,329.614µs
,,,,138.308µs,298.756µs
,,,,111.329µs,319.295µs
,,,,101.217µs,270.603µs
,,,,109.885µs,240.079µs
,,,,116.045µs,259.948µs
,,,,123.276µs,224.053µs
,,,,114.19µs,290.929µs
,,,,123.662µs,342.936µs
,,,,120.571µs,319.803µs
,,,,118.989µs,298.94µs
,,,,115.222µs,274.377µs
,,,,118.247µs,311.993µs
,,,,115.56µs,307.314µs
,,,,133.291µs,294.329µs
,,,,156.591µs,272.068µs
,,,,129.162µs,256.1µs
,,,,177.043µs,251.154µs
,,,,147.271µs,236.221µs
,,,,193.432µs,233.82µs
,,,,615.483µs,225.415µs
,,,,232.692µs,253.004µs
,,,,224.238µs,234.321µs
,,,,918.859µs,219.857µs
,,,,373.937µs,297.202µs
,,,,184.873µs,246.829µs
,,,,170.03µs,260.747µs
,,,,151.299µs,241.911µs
,,,,155.512µs,246.022µs
,,,,196.602µs,283.995µs
,,,,169.739µs,262.846µs
,,,,160.98µs,252.358µs
,,,,229.197µs,257.647µs
,,,,191.697µs,252.81µs
,,,,184.454µs,302.24µs
,,,,166.328µs,299.34µs
,,,,197.627µs,247.037µs
,,,,186.685µs,275.845µs
,,,,1.491559ms,334.095µs
,,,,319.438µs,368.104µs
,,,,616.948µs,450.346µs
,,,,353.03µs,602.937µs
,,,,427.363µs,499.549µs
,,,,200.483µs,361.054µs
,,,,426.962µs,356.406µs
,,,,222.194µs,395.149µs
,,,,174.979µs,356.743µs
,,,,219.496µs,307.533µs
,,,,186.06µs,515.533µs
,,,,177.34µs,943.067µs
,,,,191.688µs,471.376µs
,,,,194.062µs,375.928µs
,,,,198.223µs,315.879µs
,,,,184.388µs,281.815µs
,,,,155.148µs,271.907µs
,,,,140.852µs,300.693µs
,,,,111.395µs,344.357µs
,,,,157.792µs,263.067µs
,,,,153.532µs,297.453µs
,,,,169.669µs,232.589µs
,,,,137.994µs,318.181µs
,,,,124.031µs,224.193µs
,,,,117.491µs,288.856µs
,,,,122.933µs,278.041µs
,,,,126.508µs,316.799µs
,,,,128.101µs,266.149µs
,,,,127.454µs,301.321µs
,,,,147.892µs,337.92µs
,,,,208.063µs,280.678µs
,,,,148.403µs,281.052µs
,,,,159.53µs,303.695µs
,,,,144.806µs,333.544µs
,,,,111.669µs,298.666µs
,,,,153.286µs,304.73µs
,,,,141.821µs,240.503µs
,,,,146.056µs,258.875µs
,,,,143.211µs,252.707µs
,,,,136.622µs,260.69µs
,,,,127.154µs,274.721µs
,,,,138.575µs,275.98µs
,,,,138.17µs,339.858µs
,,,,140.353µs,479.872µs
,,,,421.379µs,471.497µs
,,,,155.549µs,433.299µs
,,,,177.727µs,438.413µs
,,,,148.155µs,1.336519ms
,,,,148.639µs,666.804µs
,,,,149.864µs,685.26µs
,,,,119.794µs,475.809µs
,,,,113.043µs,544.947µs
,,,,155.541µs,416.33µs
,,,,170.772µs,316.792µs
,,,,172.461µs,1.050939ms
,,,,268.838µs,434.226µs
,,,,311.14µs,347.759µs
,,,,256.473µs,301.03µs
,,,,270.172µs,267.763µs
,,,,244.427µs,297.178µs
,,,,167.482µs,295.16µs
,,,,156.238µs,266.052µs
,,,,183.019µs,265.818µs
,,,,234.25µs,269.171µs
,,,,243.804µs,256.978µs
,,,,159.008µs,226.242µs
,,,,208.546µs,241.407µs
,,,,350.574µs,231.43µs
,,,,255.174µs,258.636µs
,,,,293.617µs,264.255µs
,,,,217.149µs,345.419µs
,,,,784.87µs,259.089µs
,,,,240.057µs,266.018µs
,,,,189.386µs,290.815µs
,,,,125.157µs,247.159µs
,,,,148.535µs,238.446µs
,,,,150.655µs,246.422µs
,,,,156.4µs,263.641µs
,,,,105.54µs,282.884µs
,,,,130.06µs,225.555µs
,,,,137.59µs,268.118µs
,,,,201.52µs,259.046µs
,,,,143.998µs,250.265µs
,,,,138.219µs,231.47µs
,,,,133.938µs,251.199µs
,,,,135.053µs,397.822µs
,,,,142.664µs,1.854335ms
,,,,151.375µs,845.944µs
,,,,141.221µs,403.636µs
,,,,156.296µs,404.576µs
,,,,135.547µs,1.310182ms
,,,,136.105µs,428.174µs
,,,,121.955µs,439.981µs
,,,,158.447µs,436.281µs
,,,,134.358µs,365.668µs
,,,,159.504µs,332.188µs
,,,,127.921µs,276.831µs
,,,,114.474µs,259.48µs
,,,,149.42µs,283.989µs
,,,,150.205µs,287.984µs
,,,,149.713µs,265.474µs
,,,,134.194µs,275.158µs
,,,,118.088µs,260.276µs
,,,,129.532µs,249.97µs
,,,,133.293µs,257.185µs
,,,,155.024µs,256.438µs
,,,,120.03µs,258.64µs
,,,,135.78µs,256.802µs
,,,,122.801µs,301.289µs
,,,,118.057µs,273.915µs
,,,,116.906µs,272.732µs
,,,,128.062µs,263.844µs
,,,,109.53µs,298.91µs
,,,,126.57µs,300.864µs
,,,,129.013µs,234.611µs
,,,,132.842µs,259.613µs
,,,,125.144µs,283.21µs
,,,,136.986µs,258.102µs
,,,,180.492µs,260.041µs
,,,,117.083µs,199.706µs
,,,,112.814µs,273.231µs
,,,,104.913µs,256.23µs
,,,,115.394µs,268.621µs
,,,,120.429µs,255.337µs
,,,,116.377µs,252.341µs
,,,,121.997µs,258.108µs
,,,,112.75µs,305.402µs
,,,,116.449µs,385.569µs
,,,,121.549µs,406.955µs
,,,,118.813µs,769.241µs
,,,,114.682µs,465.348µs
,,,,111.949µs,1.678317ms
,,,,104.954µs,500.244µs
,,,,114.608µs,325.05µs
,,,,113.104µs,319.576µs
,,,,138.637µs,365.434µs
,,,,114.259µs,1.192716ms
,,,,123.113µs,1.2025ms
,,,,112.102µs,940.779µs
,,,,114.391µs,340.084µs
,,,,144.301µs,355.937µs
,,,,116.244µs,277.069µs
,,,,122.206µs,304.759µs
,,,,168.184µs,306.255µs
,,,,126.593µs,276.302µs
,,,,116.109µs,297.902µs
,,,,119.93µs,345.336µs
,,,,136.01µs,277.962µs
,,,,137.117µs,268.283µs
,,,,175.32µs,271.606µs
,,,,207.147µs,237.792µs
,,,,262.697µs,240.172µs
,,,,259.124µs,220.253µs
,,,,434.739µs,323.126µs
,,,,246.562µs,284.272µs
,,,,616.489µs,269.434µs
,,,,260.2µs,330.929µs
,,,,179.347µs,295.058µs
,,,,220.81µs,249.081µs
,,,,319.875µs,299.988µs
,,,,651.77µs,319.415µs
,,,,350.029µs,366.144µs
,,,,258.596µs,839.057µs
,,,,255.887µs,1.935246ms
,,,,179.024µs,1.243329ms
,,,,164.951µs,592.531µs
,,,,150.368µs,383.749µs
,,,,155.03µs,537.95µs
,,,,146.013µs,1.10886ms
,,,,149.269µs,716.677µs
,,,,174.209µs,491.643µs
,,,,140.645µs,320.263µs
,,,,137.75µs,301.384µs
,,,,152.614µs,307.9µs
,,,,147.914µs,323.653µs
,,,,130.215µs,302.39µs
,,,,151.635µs,309.081µs
,,,,114.943µs,275.236µs
,,,,140.23µs,274.925µs
,,,,145.382µs,276.976µs
,,,,127.593µs,318.516µs
,,,,149.66µs,257.844µs
,,,,147.411µs,290.562µs
,,,,124.874µs,262.159µs
,,,,137.257µs,331.661µs
,,,,153.322µs,619.186µs
,,,,134.722µs,404.806µs
,,,,128.218µs,285.644µs
,,,,143.605µs,229.463µs
,,,,143.667µs,292.197µs
,,,,130.392µs,340.506µs
,,,,163.351µs,263.169µs
,,,,140.853µs,268.813µs
,,,,164.756µs,861.766µs
,,,,164.098µs,1.714763ms
,,,,134.212µs,432.009µs
,,,,207.495µs,502.89µs
,,,,217.493µs,846.781µs
,,,,155.598µs,403.346µs
,,,,145.659µs,351.196µs
,,,,154.525µs,422.369µs
,,,,128.752µs,497.853µs
,,,,145.128µs,794.503µs
,,,,146.499µs,532.842µs
,,,,161.556µs,474.497µs
,,,,150.517µs,710.348µs
,,,,118.673µs,394.274µs
,,,,118.693µs,273.219µs
,,,,117.85µs,247.616µs
,,,,143.452µs,297.995µs
,,,,128.2µs,292.044µs
,,,,121.77µs,312.892µs
,,,,116.907µs,284.182µs
,,,,115.982µs,309.289µs
,,,,119.664µs,262.255µs
,,,,108.186µs,280.757µs
,,,,118.842µs,258.875µs
,,,,111.567µs,271.044µs
,,,,109.157µs,216.956µs
,,,,119.356µs,246.983µs
,,,,95.692µs,300.837µs
,,,,112.133µs,283.765µs
,,,,110.408µs,290.909µs
,,,,112.468µs,259.385µs
,,,,145.535µs,298.725µs
,,,,124.284µs,257.355µs
,,,,127.436µs,271.763µs
,,,,116.385µs,415.383µs
,,,,126.854µs,305.239µs
,,,,120.411µs,234.476µs
,,,,116.78µs,317.792µs
,,,,108.735µs,322.169µs
,,,,122.693µs,2.216211ms
,,,,146.342µs,665.735µs
,,,,142.387µs,1.062433ms
,,,,137.165µs,1.087703ms
,,,,162.938µs,712.037µs
,,,,152.542µs,650.679µs
,,,,143.198µs,481.281µs
,,,,213.028µs,299.251µs
,,,,173.381µs,332.753µs
,,,,644.218µs,310.536µs
,,,,600.932µs,359.598µs
,,,,513.023µs,341.135µs
,,,,414.156µs,345.699µs
,,,,337.522µs,320.374µs
,,,,336.62µs,350.361µs
,,,,238.2µs,291.866µs
,,,,208.46µs,220.966µs
,,,,261.934µs,309.867µs
,,,,220.963µs,291.426µs
,,,,216.087µs,280.158µs
,,,,213.01µs,241.392µs
,,,,219.948µs,289.839µs
,,,,184.811µs,277.951µs
,,,,184.37µs,334.442µs
,,,,135.656µs,273.715µs
,,,,143.065µs,318.577µs
,,,,137.426µs,317.373µs
,,,,136.977µs,309.92µs
,,,,118.715µs,358.174µs
,,,,115.772µs,263.544µs
,,,,131.356µs,317.759µs
,,,,140.229µs,304.783µs
,,,,133.226µs,293.74µs
,,,,118.871µs,275.582µs
,,,,114.276µs,375.315µs
,,,,128.019µs,523.059µs
,,,,128.195µs,520.645µs
,,,,129.534µs,721.313µs
,,,,115.269µs,555.789µs
,,,,122.018µs,1.404205ms
,,,,134.222µs,562.902µs
,,,,494.568µs,687.027µs
,,,,129.765µs,401.79µs
,,,,137.27µs,317.126µs
,,,,135.166µs,399.539µs
,,,,134.013µs,350.587µs
,,,,123.476µs,325.526µs
,,,,177.062µs,309.448µs
,,,,149.542µs,266.408µs
,,,,142.822µs,275.253µs
,,,,139.083µs,319.607µs
,,,,125.613µs,263.104µs
,,,,170.31µs,314.599µs
,,,,145.039µs,249.55µs
,,,,142.376µs,288.752µs
,,,,153.177µs,252.899µs
,,,,136.106µs,297.254µs
,,,,132.594µs,260.14µs
,,,,127.575µs,262.322µs
,,,,117.702µs,257.359µs
,,,,119.306µs,236.176µs
,,,,302.807µs,221.767µs
,,,,145.493µs,283.534µs
,,,,146.435µs,229.295µs
,,,,190.665µs,236.018µs
,,,,141.356µs,227.121µs
,,,,116.444µs,297.298µs
,,,,92.883µs,260.556µs
,,,,116.085µs,271.363µs
,,,,105.373µs,270.431µs
,,,,97.016µs,256.261µs
,,,,123.593µs,243.282µs
,,,,118.225µs,227.666µs
,,,,123.253µs,260.408µs
,,,,112.217µs,255.893µs
,,,,116.242µs,306.681µs
,,,,100.645µs,344.96µs
,,,,110.531µs,323.048µs
,,,,135.568µs,324.859µs
,,,,105.113µs,1.219797ms
,,,,118.134µs,735.326µs
,,,,120.75µs,1.392868ms
,,,,119.878µs,619.715µs
,,,,594.766µs,465.612µs
,,,,194.899µs,454.244µs
,,,,129.508µs,492.48µs
,,,,166.568µs,469.399µs
,,,,151.567µs,373.927µs
,,,,130.698µs,307.325µs
,,,,119.222µs,311.893µs
,,,,162.95µs,392.043µs
,,,,105.069µs,301.136µs
,,,,132.733µs,255.911µs
,,,,138.221µs,274.631µs
,,,,146.38µs,267.705µs
,,,,126.88µs,264.088µs
,,,,149.595µs,310.195µs
,,,,134.888µs,281.714µs
,,,,139.626µs,271.025µs
,,,,133.784µs,303.537µs
,,,,169.826µs,341.591µs
,,,,195.45µs,269.795µs
,,,,200.983µs,265.267µs
,,,,221.849µs,310.911µs
,,,,217.263µs,285.07µs
,,,,215.658µs,320.409µs
,,,,238.547µs,267.117µs
,,,,175.653µs,261.506µs
,,,,153.002µs,279.758µs
,,,,170.801µs,278.937µs
,,,,173.084µs,287.765µs
,,,,218.355µs,273.517µs
,,,,175.751µs,287.092µs
,,,,539.933µs,289.155µs
,,,,314.779µs,284.436µs
,,,,257.829µs,321.347µs
,,,,165.579µs,456.935µs
,,,,188.12µs,1.111439ms
,,,,173.577µs,646.512µs
,,,,167.953µs,718.887µs
,,,,139.949µs,1.439645ms
,,,,140.676µs,1.7976ms
,,,,155µs,766.346µs
,,,,183.262µs,463.759µs
,,,,145.301µs,359.366µs
,,,,136.637µs,379.128µs
,,,,140.902µs,284.083µs
,,,,146.362µs,320.158µs
,,,,132.585µs,355.679µs
,,,,118.889µs,271.242µs
,,,,114.926µs,319.247µs
,,,,122.465µs,280.862µs
,,,,141.24µs,268.99µs
,,,,144.217µs,461.467µs
,,,,135.264µs,348.354µs
,,,,136.053µs,325.054µs
,,,,130.411µs,337.136µs
,,,,130.017µs,292.172µs
,,,,134.512µs,323.11µs
,,,,135.233µs,305.441µs
,,,,143.69µs,275.532µs
,,,,151.311µs,291.405µs
,,,,120.272µs,262.141µs
,,,,140.261µs,273.799µs
,,,,135.991µs,268.227µs
,,,,121.45µs,242.963µs
,,,,121.252µs,298.491µs
,,,,130.057µs,270.094µs
,,,,117.954µs,263.761µs
,,,,132.534µs,408.566µs
,,,,131.602µs,420.847µs
,,,,132.975µs,392.568µs
,,,,132.997µs,773.134µs
,,,,123.436µs,484.612µs
,,,,126.76µs,427.154µs
,,,,144.352µs,428.101µs
,,,,123.295µs,437.374µs
,,,,133.91µs,1.747572ms
,,,,103.371µs,1.069881ms
,,,,120.479µs,471.172µs
,,,,136.542µs,512.311µs
,,,,171.053µs,305.816µs
,,,,189.706µs,276.892µs
,,,,111.047µs,908.009µs
,,,,116.577µs,363.649µs
,,,,108.59µs,408.634µs
,,,,115.949µs,357.885µs
,,,,130.007µs,272.694µs
,,,,116.245µs,275.723µs
,,,,129.73µs,215.001µs
,,,,128.72µs,246.59µs
,,,,122.663µs,288.306µs
,,,,134.703µs,246.438µs
,,,,138.315µs,270.364µs
,,,,138.15µs,252.239µs
,,,,127.656µs,307.225µs
,,,,131.596µs,240.146µs
,,,,124.924µs,252.027µs
,,,,101.101µs,254.522µs
,,,,107.132µs,235.041µs
,,,,107.053µs,246.113µs
,,,,111.294µs,239.833µs
,,,,121.912µs,217.769µs
,,,,112.893µs,249.865µs
,,,,117.216µs,265.943µs
,,,,119.73µs,296.894µs
,,,,116.178µs,256.019µs
,,,,117.137µs,249.911µs
,,,,117.69µs,344.483µs
,,,,120.102µs,350.971µs
,,,,116.443µs,387.196µs
,,,,121.824µs,340.311µs
,,,,137.39µs,646.759µs
,,,,132.958µs,470.343µs
,,,,120.08µs,356.762µs
,,,,162.981µs,339.131µs
,,,,132.138µs,334.539µs
,,,,129.05µs,318.038µs
,,,,142.015µs,375.146µs
,,,,130.953µs,435.696µs
,,,,147.649µs,594.589µs
,,,,167.334µs,609.41µs
,,,,151.254µs,361.709µs
,,,,272.984µs,339.987µs
,,,,174.335µs,303.852µs
,,,,252.128µs,290.706µs
,,,,171.905µs,309.08µs
,,,,173.723µs,274.197µs
,,,,178.544µs,339.197µs
,,,,249.088µs,360.921µs
,,,,277.888µs,301.582µs
,,,,204.002µs,282.749µs
,,,,395.213µs,211.742µs
,,,,284.707µs,264.057µs
,,,,213.11µs,238.862µs
,,,,251.71µs,227.841µs
,,,,266.2µs,252.377µs
,,,,343.682µs,234.085µs
,,,,231.999µs,225.015µs
,,,,182.424µs,244.603µs
,,,,172.899µs,225.342µs
,,,,731.844µs,267.956µs
,,,,281.843µs,284.435µs
,,,,228.328µs,270.455µs
,,,,153.9µs,249.576µs
,,,,162.009µs,284.289µs
,,,,151.43µs,268.097µs
,,,,119.226µs,286.866µs
,,,,152.035µs,249.578µs
,,,,135.126µs,297.46µs
,,,,127.681µs,342.182µs
,,,,138.682µs,298.902µs
,,,,139.265µs,275.128µs
,,,,134.979µs,264.147µs
,,,,128.501µs,263.035µs
,,,,127.157µs,248.923µs
,,,,121.475µs,312.393µs
,,,,140.818µs,335.169µs
,,,,132.103µs,370.415µs
,,,,131.674µs,485.009µs
,,,,136.088µs,347.096µs
,,,,110.777µs,2.585353ms
,,,,106.751µs,420.05µs
,,,,132.141µs,663.248µs
,,,,141.205µs,380.533µs
,,,,137.505µs,400.05µs
,,,,123.652µs,443.337µs
,,,,145.02µs,423.718µs
,,,,125.661µs,349.767µs
,,,,117.284µs,255.967µs
,,,,133.109µs,338.935µs
,,,,133.944µs,306.45µs
,,,,152.534µs,286.719µs
,,,,133.206µs,294.605µs
,,,,137.51µs,245.405µs
,,,,133.835µs,280.341µs
,,,,132.946µs,283.184µs
,,,,132.961µs,267.759µs
,,,,121.496µs,256.005µs
,,,,123.916µs,242.723µs
,,,,133.729µs,276.433µs
,,,,130.586µs,263.655µs
,,,,131.621µs,315.689µs
,,,,125.934µs,306.913µs
,,,,127.513µs,324.684µs
,,,,106.19µs,251.288µs
,,,,129.389µs,235.58µs
,,,,115.084µs,211.088µs
,,,,119.278µs,246.229µs
,,,,130.758µs,245.362µs
,,,,176.518µs,267.337µs
,,,,115.866µs,250.962µs
,,,,123.773µs,259.062µs
,,,,99.469µs,224.151µs
,,,,141.801µs,229.589µs
,,,,128.612µs,304.834µs
,,,,104.879µs,291.262µs
,,,,117.437µs,262.708µs
,,,,133.676µs,529.176µs
,,,,126.481µs,738.873µs
,,,,95.257µs,668.475µs
,,,,123.179µs,704.761µs
,,,,114.705µs,793.802µs
,,,,119.979µs,463.815µs
,,,,122.76µs,535.331µs
,,,,123.442µs,434.005µs
,,,,119.972µs,386.109µs
,,,,128.28µs,422.294µs
,,,,149.897µs,333.675µs
,,,,159.955µs,333.903µs
,,,,157.094µs,314.835µs
,,,,166.284µs,325.836µs
,,,,144.624µs,295.275µs
,,,,160.269µs,254.551µs
,,,,160.674µs,262.031µs
,,,,167.117µs,288.255µs
